size_bytes	age_days	path
1428	0.78	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/packages/remotion-composition/src/CaptionDemoComposition.tsx
9106	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/packages/remotion-composition/src/VavCaptionComposition.tsx
171	0.78	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/packages/vav-schema/package.json
134	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/packages/vision-contracts/package.json
202	0.77	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/packages/visual-motion-domain/package.json
2063	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/README_VAV_PROGRESS.md
167	0.78	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/RUN_VAV_DEV.command
1448	0.78	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/schemas/interchange/vav-motion-manifest.example.json
1198	0.78	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/scripts/check-content-motion-bridge.mjs
8670	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/scripts/providers/install-vision-providers-macos.command
684	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/services/local-engine/src/abraxas-registry.test.ts
4834	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/services/local-engine/src/abraxas-registry.ts
4884	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/services/local-engine/src/vision-capabilities.ts
1318	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/REPO_CURRENT_SANITIZED/VAV_CONTINUITY_STATE.json
2224	0.02	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/V12_DOCS/ABRAXAS_IMPORT_AND_GRAMMAR_V12.md
2450	0.02	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/V12_DOCS/VAV_ROADMAP_V12.md
2207	0.02	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/V12_DOCS/VAV_VISION_SPATIAL_ROADMAP_V12.md
3661	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V12.txt
1673	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/VAV_CURRENT_STATE_V12.txt
10920	0.02	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/CORE/VAV_V12_VERIFY_20260828_125620.txt
77640	0.02	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/REFERENCES/ABRAXAS_AND_MOTIONS_REFERENCES/03_QVR_DEEP_CARDS_V3_1(1).json
9919488	0.02	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/REFERENCES/ABRAXAS_AND_MOTIONS_REFERENCES/ABRAXAS_QVR_DEEP_REBUILD_V3_1(1).zip
11274	0.02	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/REFERENCES/ABRAXAS_AND_MOTIONS_REFERENCES/ABRAXAS_SPATIAL_MOTION_CAMERA_GRAMMAR_V3.zip
14655	0.02	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/REFERENCES/ABRAXAS_AND_MOTIONS_REFERENCES/VAV_ABRAXAS_STYLE_MINING_SYSTEM_V1.zip
26839266	0.02	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/REFERENCES/ABRAXAS_AND_MOTIONS_REFERENCES/VAV_ABRAXAS_STYLE_MINING_SYSTEM_V2_MERGED(1).zip
15952	0.02	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/REFERENCES/ABRAXAS_AND_MOTIONS_REFERENCES/VAV_ABRAXAS_VIDEO_GRAMMAR_PREFERENCE_SYSTEM_V2.zip
15497	0.02	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/REFERENCES/ABRAXAS_AND_MOTIONS_REFERENCES/VAV_CAPTION_MOTION_CRITERIA_FICHAS_V1.zip
13712	0.02	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/REFERENCES/ABRAXAS_AND_MOTIONS_REFERENCES/VAVMOTIONS_REFERENCE_SYSTEM_V1.zip
13988	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V12_CONTINUITY_20260828_125649/REFERENCES/VAVMOTIONS_CONTINUITY_CORE_20260828_105030.zip
1082	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V14/00_EXACT_FIRST_MESSAGE_CAPTIONS.txt
462	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V14/01_CAPTIONS_NEXT_EXECUTIONS.txt
6536512	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V14/VAV_CHAT_PRO_HANDOFF_LIVE_20260828_121921.zip
6491542	0.00	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/V14/VAV_PRO_CHAT_UPLOAD_STATIC_CORE_V13_READY.zip
8862	0.49	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V9.txt
21186	0.65	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CAPTIONS_ROADMAP_EXECUTION_PROMPT_V10.txt
6536512	0.04	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CHAT_PRO_HANDOFF_LIVE_20260828_121921.zip
4017367	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554.zip
6148	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/.DS_Store
16472	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/00_TERMINAL_SUMMARY.txt
1774	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/01_FULL_AUDIT.txt
1142	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/02_MACHINE_TOOLCHAIN.txt
710	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/03_APPLE_FRAMEWORKS.txt
47	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/04_REPO_STATE.txt
1427480	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/05_REPO_ARCHITECTURE_MATCHES.txt
88136	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/06_KEY_MANIFESTS.txt
1233	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/07_PROVIDER_STATE.txt
28108	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/08_ARCHIVE_INVENTORY.txt
1172	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/09_STORAGE_AND_IMPORTANT_FILES.txt
1044	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/10_NEXT_STEP_FOR_CHAT.txt
2761	0.78	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/README_VAV_PROGRESS.md
2546	0.78	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_CONTINUITY_STATE.json
4468	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_HOTFIX_V7_1_APPLY_20260827_210222.txt
5275	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_HOTFIX_V7_1_VERIFY_20260827_210254.txt
2875	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_HOTFIX_V7_2_APPLY_20260827_210543.txt
12754	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_HOTFIX_V7_2_VERIFY_20260827_210557.txt
4027	0.69	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_VERIFY_CURRENT_20260827_205349.txt
4027	0.69	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_VERIFY_CURRENT_20260827_205544.txt
13170	0.69	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V7.txt
14606	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V7_1 (1).txt
14606	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V7_1.txt
16054	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V7_2.txt
9116	0.66	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V8_RENDER_PARITY.txt
8862	0.66	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V9.txt
9503	0.71	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_FULL_UPGRADE_MASTER_PROMPT.txt
20750	0.78	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_NEW_CHAT_MASTER_PROMPT_V10_CONTENT_MOTION_BRIDGE (1).txt
20750	0.79	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_NEW_CHAT_MASTER_PROMPT_V10_CONTENT_MOTION_BRIDGE.txt
12251	0.83	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_NEW_CHAT_MASTER_PROMPT_V5.txt
18003	0.80	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_NEW_CHAT_MASTER_PROMPT_V9_PRO_EDITOR_FOUNDATION.txt
8862	0.49	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/SUBIDA_LIGERA_V10_20260827_220145/PARTE_1_CORE/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V9.txt
21186	0.65	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/SUBIDA_LIGERA_V10_20260827_220145/PARTE_1_CORE/VAV_CAPTIONS_ROADMAP_EXECUTION_PROMPT_V10.txt
12754	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/SUBIDA_LIGERA_V10_20260827_220145/PARTE_1_CORE/VAV_HOTFIX_V7_2_VERIFY_20260827_210557.txt
8862	0.49	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V9.txt
21186	0.65	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CAPTIONS_ROADMAP_EXECUTION_PROMPT_V10.txt
14323	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/00_TERMINAL_SUMMARY.txt
1288	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/01_FULL_AUDIT.txt
1142	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/02_MACHINE_TOOLCHAIN.txt
710	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/03_APPLE_FRAMEWORKS.txt
47	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/04_REPO_STATE.txt
1427480	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/05_REPO_ARCHITECTURE_MATCHES.txt
88136	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/06_KEY_MANIFESTS.txt
1233	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/07_PROVIDER_STATE.txt
28108	0.11	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/08_ARCHIVE_INVENTORY.txt
2761	0.78	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/README_VAV_PROGRESS.md
2546	0.78	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_CONTINUITY_STATE.json
4468	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_HOTFIX_V7_1_APPLY_20260827_210222.txt
5275	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_HOTFIX_V7_1_VERIFY_20260827_210254.txt
2875	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_HOTFIX_V7_2_APPLY_20260827_210543.txt
12754	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_HOTFIX_V7_2_VERIFY_20260827_210557.txt
4027	0.69	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_VERIFY_CURRENT_20260827_205349.txt
4027	0.69	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/03_REPORTES_Y_VERIFICACION/VAV_VERIFY_CURRENT_20260827_205544.txt
13170	0.69	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V7.txt
14606	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V7_1 (1).txt
14606	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V7_1.txt
16054	0.68	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V7_2.txt
9116	0.66	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V8_RENDER_PARITY.txt
8862	0.66	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_ANY_CHAT_PRO_MASTER_PROMPT_V9.txt
9503	0.71	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_FULL_UPGRADE_MASTER_PROMPT.txt
20750	0.78	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_NEW_CHAT_MASTER_PROMPT_V10_CONTENT_MOTION_BRIDGE (1).txt
20750	0.79	/Users/lordjef/Desktop/abraxasos/vavcaptions/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/para continuar o subir en otro chat/VAV_CONTEXT_AUDIT_PREUPDATE_V12_20260828_104554/CONTEXT_SELECTED/04_PROMPTS_Y_CONTINUIDAD/VAV_CAPTIONS_NEW_CHAT_MASTER_PROMPT_V10_CONTENT_MOTION_BRIDGE.txt
